timestamp,runs_done,accept,median_s,success_rate,avg_attacks,pop,gens,elitism,tourn_k,cross,mut
2025-09-21 09:10:22,34,1,0.037250,1.0000,0.000,200,1064,1,5,0.849,0.146
2025-09-21 09:10:24,68,0,0.037250,1.0000,0.000,200,1064,1,5,0.849,0.146
2025-09-21 09:10:28,102,1,0.031642,1.0000,0.000,201,1027,1,6,0.857,0.173
2025-09-21 09:10:29,136,0,0.031642,1.0000,0.000,201,1027,1,6,0.857,0.173
2025-09-21 09:10:30,170,0,0.031642,1.0000,0.000,201,1027,1,6,0.857,0.173
2025-09-21 09:10:32,204,1,0.029509,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:33,238,0,0.029509,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:34,272,0,0.029509,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:34,306,0,0.029509,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:35,340,0,0.029509,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:36,374,0,0.029509,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:37,408,0,0.029509,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:41,442,0,0.029509,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:41,476,1,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:42,510,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:44,544,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:45,578,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:45,612,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:46,646,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:47,680,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:47,714,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:48,748,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:49,782,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:50,816,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:52,850,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:53,884,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:55,918,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:57,952,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:10:57,986,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:01,1020,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:01,1054,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:02,1088,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:03,1122,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:04,1156,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:06,1190,0,0.024517,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:06,1224,1,0.023545,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:08,1258,0,0.023545,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:08,1292,0,0.023545,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:09,1326,1,0.029123,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:10,1360,0,0.029123,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:10,1394,0,0.029123,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:12,1428,0,0.029123,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:14,1462,0,0.029123,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:15,1496,1,0.039762,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:16,1530,1,0.033827,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:17,1564,0,0.033827,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:17,1598,0,0.033827,1.0000,0.000,203,1122,1,8,0.832,0.220
2025-09-21 09:11:20,1632,1,0.025376,1.0000,0.000,183,1040,3,8,0.854,0.180
2025-09-21 09:11:21,1666,0,0.025376,1.0000,0.000,183,1040,3,8,0.854,0.180
2025-09-21 09:11:23,1700,0,0.025376,1.0000,0.000,183,1040,3,8,0.854,0.180
2025-09-21 09:11:26,1734,1,0.023673,1.0000,0.000,176,1091,3,8,0.836,0.136
2025-09-21 09:11:29,1768,1,0.022301,1.0000,0.000,193,1199,4,8,0.801,0.100
2025-09-21 09:11:34,1802,0,0.022301,1.0000,0.000,193,1199,4,8,0.801,0.100
2025-09-21 09:11:39,1836,0,0.022301,1.0000,0.000,193,1199,4,8,0.801,0.100
2025-09-21 09:11:40,1870,1,0.030002,1.0000,0.000,193,1199,4,8,0.801,0.100
2025-09-21 09:11:44,1904,0,0.030002,1.0000,0.000,193,1199,4,8,0.801,0.100
2025-09-21 09:11:49,1938,0,0.030002,1.0000,0.000,193,1199,4,8,0.801,0.100
2025-09-21 09:11:51,1972,0,0.030002,1.0000,0.000,193,1199,4,8,0.801,0.100
2025-09-21 09:11:53,2006,1,0.017886,1.0000,0.000,193,1199,4,8,0.801,0.100
2025-09-21 09:11:58,2040,0,0.017886,1.0000,0.000,193,1199,4,8,0.801,0.100
2025-09-21 09:12:03,2074,0,0.017886,1.0000,0.000,193,1199,4,8,0.801,0.100
2025-09-21 09:12:07,2108,0,0.017886,1.0000,0.000,193,1199,4,8,0.801,0.100
2025-09-21 09:12:12,2142,0,0.017886,1.0000,0.000,193,1199,4,8,0.801,0.100
