timestamp,runs_done,accept,median_s,success_rate,avg_attacks,pop,gens,elitism,tourn_k,cross,mut
2025-09-21 09:01:17,34,0,0.005844,1.0000,0.000,200,1000,2,3,0.800,0.150
2025-09-21 09:01:17,68,1,0.005428,1.0000,0.000,200,1000,2,3,0.800,0.150
2025-09-21 09:01:18,102,0,0.005428,1.0000,0.000,200,1000,2,3,0.800,0.150
2025-09-21 09:01:18,136,0,0.005428,1.0000,0.000,200,1000,2,3,0.800,0.150
2025-09-21 09:01:18,170,0,0.005428,1.0000,0.000,200,1000,2,3,0.800,0.150
2025-09-21 09:01:19,204,1,0.005673,1.0000,0.000,200,1000,2,3,0.800,0.150
2025-09-21 09:01:19,238,0,0.005673,1.0000,0.000,200,1000,2,3,0.800,0.150
2025-09-21 09:01:19,272,1,0.005517,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:20,306,1,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:20,340,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:20,374,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:21,408,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:21,442,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:21,476,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:22,510,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:22,544,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:22,578,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:23,612,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:23,646,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:23,680,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:24,714,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:24,748,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:25,782,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:25,816,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
2025-09-21 09:01:25,850,0,0.002116,1.0000,0.000,213,908,1,3,0.815,0.152
