timestamp,runs_done,accept,median_s,success_rate,avg_attacks,pop,gens,elitism,tourn_k,cross,mut
2025-09-21 09:20:01,34,0,0.033665,1.0000,nan,215,1010,2,4,0.775,0.094
2025-09-21 09:20:06,68,0,0.033665,1.0000,nan,215,1010,2,4,0.775,0.094
2025-09-21 09:20:12,102,0,0.033665,1.0000,nan,215,1010,2,4,0.775,0.094
2025-09-21 09:20:17,136,0,0.033665,1.0000,nan,215,1010,2,4,0.775,0.094
2025-09-21 09:20:21,170,1,0.128010,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:20:28,204,0,0.128010,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:20:35,238,0,0.128010,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:20:42,272,0,0.128010,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:20:45,306,1,0.120748,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:20:47,340,1,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:20:52,374,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:20:58,408,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:21:04,442,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:21:07,476,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:21:12,510,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:21:18,544,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:21:24,578,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:21:30,612,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:21:35,646,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:21:39,680,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:21:44,714,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:21:52,748,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:21:59,782,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:22:05,816,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:22:10,850,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:22:15,884,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:22:20,918,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:22:26,952,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:22:31,986,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:22:36,1020,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:22:41,1054,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:22:43,1088,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:22:48,1122,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:22:53,1156,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:22:59,1190,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
2025-09-21 09:23:06,1224,0,0.052972,1.0000,0.000,215,1010,2,4,0.775,0.094
