timestamp,runs_done,accept,median_s,best_median_s,success_rate,avg_attacks,pop,gens,elitism,tourn_k,cross,mut
2025-09-22 08:38:11,34,1,1.852182,1.852182,1.0000,0.000,174,872,11,6,0.822,0.020
2025-09-22 08:39:33,68,0,1.852182,1.852182,1.0000,0.000,174,872,11,6,0.822,0.020
2025-09-22 08:39:50,102,0,1.852182,1.852182,1.0000,0.000,174,872,11,6,0.822,0.020
2025-09-22 08:40:02,136,1,1.694371,1.694371,1.0000,0.000,177,806,12,8,0.861,0.020
2025-09-22 08:40:58,170,0,1.694371,1.694371,1.0000,0.000,177,806,12,8,0.861,0.020
2025-09-22 08:42:08,204,0,1.694371,1.694371,1.0000,0.000,177,806,12,8,0.861,0.020
2025-09-22 08:42:45,238,1,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:43:56,272,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:44:33,306,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:45:29,340,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:45:46,374,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:46:05,408,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:46:31,442,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:46:42,476,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:46:56,510,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:47:09,544,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:47:31,578,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:47:51,612,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:49:06,646,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:49:34,680,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:49:54,714,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:51:06,748,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:51:25,782,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:52:16,816,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:53:29,850,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:54:48,884,0,1.617237,1.617237,1.0000,0.000,184,744,14,8,0.849,0.020
2025-09-22 08:55:23,918,1,1.512427,1.512427,1.0000,0.000,172,773,15,8,0.882,0.020
2025-09-22 08:56:40,952,0,1.512427,1.512427,1.0000,0.000,172,773,15,8,0.882,0.020
2025-09-22 08:57:18,986,0,1.512427,1.512427,1.0000,0.000,172,773,15,8,0.882,0.020
2025-09-22 08:57:52,1020,0,1.512427,1.512427,1.0000,0.000,172,773,15,8,0.882,0.020
