timestamp,runs_done,accept,median_s,success_rate,avg_attacks,pop,gens,elitism,tourn_k,cross,mut
2025-09-21 16:55:38,34,1,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 16:56:12,68,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 16:56:47,102,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 16:57:18,136,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 16:57:53,170,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 16:58:23,204,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 16:58:59,238,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 16:59:26,272,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 16:59:50,306,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 17:00:24,340,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 17:00:58,374,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 17:01:34,408,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 17:07:16,34,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 17:07:41,68,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 17:08:17,102,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 17:08:44,136,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 17:09:20,170,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 17:09:55,204,0,3.978063,0.7059,0.294,330,1200,2,3,0.800,0.150
2025-09-21 17:18:17,34,1,21.721204,1.0000,0.000,330,1200,2,3,0.800,0.150
2025-09-21 17:19:33,68,0,21.721204,1.0000,0.000,330,1200,2,3,0.800,0.150
2025-09-21 17:39:53,10,1,12.171007,1.0000,0.000,308,1218,2,4,0.754,0.169
2025-09-21 17:40:37,20,0,12.171007,1.0000,0.000,308,1218,2,4,0.754,0.169
2025-09-21 17:41:04,30,0,12.171007,1.0000,0.000,308,1218,2,4,0.754,0.169
2025-09-21 17:41:30,40,0,12.171007,1.0000,0.000,308,1218,2,4,0.754,0.169
2025-09-21 17:41:48,50,0,12.171007,1.0000,0.000,308,1218,2,4,0.754,0.169
2025-09-21 17:42:30,60,0,12.171007,1.0000,0.000,308,1218,2,4,0.754,0.169
2025-09-21 17:42:44,70,1,8.968859,1.0000,0.000,303,1206,3,5,0.738,0.134
2025-09-21 17:43:06,80,1,7.652910,1.0000,0.000,303,1206,3,5,0.738,0.134
